imu_now,imu_mean,imu_std,imu_max,imu_min,imu_range,imu_max_diff,imu_mean_diff,imu_rate,label
0.9943,1.0015,0.0084,1.0141,0.9835,0.0306,0.0214,0.0082,0.0108,normal
1.0206,1.6134,0.3866,2.0858,0.9915,1.0943,0.3731,0.24,-0.3443,speed_hump
0.9744,1.1355,0.715,3.1748,0.2485,2.9263,2.9263,0.6541,0.7259,pothole
0.9904,1.0002,0.0081,1.0133,0.986,0.0273,0.0172,0.0082,-0.0159,normal
0.9976,1.0032,0.0089,1.0249,0.9958,0.0291,0.0288,0.0082,0.0008,normal
0.9614,0.9745,0.011,0.9887,0.9537,0.035,0.0289,0.0102,-0.0103,braking
0.9934,0.9997,0.0073,1.0112,0.9892,0.022,0.0124,0.0069,0.0012,normal
1.0253,1.0192,0.0136,1.0393,0.9973,0.042,0.0269,0.0081,-0.014,braking
1.0065,1.3149,0.2003,1.5417,0.987,0.5547,0.2005,0.1211,-0.178,speed_hump
0.9892,1.4327,0.2756,1.7631,0.9892,0.7739,0.2892,0.1712,-0.2595,speed_hump
1.0193,0.9995,0.0093,1.0193,0.9795,0.0398,0.0252,0.0101,0.0204,normal
0.9858,1.002,0.012,1.0281,0.9832,0.0449,0.0449,0.0132,-0.0129,normal
1.0124,1.005,0.008,1.018,0.994,0.024,0.0217,0.0106,0.0161,normal
0.9719,1.0825,0.4417,2.3369,0.5202,1.8167,1.8167,0.4055,0.4516,pothole
1.0039,0.9997,0.0128,1.0246,0.9805,0.0441,0.0441,0.0136,0.0178,normal
1.024,1.0213,0.0088,1.0387,1.007,0.0317,0.0205,0.0106,-0.0148,braking
0.9831,1.5231,0.3363,1.9424,0.9831,0.9593,0.3394,0.2124,-0.3394,speed_hump
0.9982,1.1393,0.5975,2.8808,0.5253,2.3555,2.3555,0.5369,0.4728,pothole
1.0136,1.6145,0.3902,2.0762,0.9838,1.0923,0.3822,0.2394,-0.3486,speed_hump
0.994,1.004,0.0109,1.0287,0.99,0.0387,0.033,0.015,-0.0164,normal
1.0028,1.0038,0.0089,1.0195,0.9841,0.0354,0.019,0.0103,-0.0167,normal
1.0082,1.0057,0.0078,1.0129,0.9848,0.0282,0.0241,0.0081,-0.002,braking
0.9907,0.9971,0.0151,1.0245,0.9715,0.053,0.053,0.0192,-0.0129,normal
0.9943,0.997,0.014,1.0227,0.9771,0.0455,0.0316,0.0201,-0.0186,normal
1.0114,1.003,0.0096,1.0194,0.9907,0.0287,0.0226,0.0074,-0.008,normal
1.014,1.0069,0.0142,1.0312,0.9793,0.0519,0.0519,0.0216,0.0057,normal
0.9941,1.0004,0.016,1.0216,0.9638,0.0578,0.0384,0.0171,-0.0084,normal
1.007,0.997,0.0069,1.007,0.9828,0.0242,0.0189,0.0077,0.0053,normal
1.0289,1.5653,0.3519,1.995,1.0223,0.9727,0.3301,0.2154,-0.2891,speed_hump
0.9792,1.3067,0.1975,1.5286,0.9792,0.5494,0.2086,0.1201,-0.2086,speed_hump
1.0167,1.5678,0.3608,1.9883,0.9791,1.0092,0.3594,0.2201,-0.3246,speed_hump
0.9982,1.137,0.6509,2.9909,0.3229,2.668,2.668,0.6107,0.6753,pothole
0.9931,1.5499,0.3557,1.9957,0.9803,1.0154,0.3683,0.2242,-0.3223,speed_hump
0.9843,0.9877,0.0056,0.9971,0.9782,0.0189,0.0091,0.0039,-0.0008,braking
1.0034,1.0037,0.0199,1.0471,0.9744,0.0727,0.0721,0.0291,0.0069,normal
1.02,1.0065,0.0137,1.0273,0.9854,0.0419,0.0202,0.0086,0.0053,braking
0.9761,0.9994,0.0154,1.0188,0.9686,0.0502,0.0502,0.0208,-0.025,normal
0.9691,0.987,0.0143,1.0051,0.9661,0.039,0.0174,0.0066,0.003,braking
0.9986,1.5626,0.3634,2.0337,0.9836,1.0501,0.3503,0.2317,-0.3503,speed_hump
0.9983,1.0051,0.0125,1.0309,0.9867,0.0442,0.0442,0.0131,-0.0041,normal
0.9895,1.0045,0.0122,1.0209,0.9827,0.0383,0.0275,0.015,-0.0275,normal
1.0102,1.5243,0.3248,1.9154,1.0043,0.9111,0.3306,0.2018,-0.3212,speed_hump
1.027,1.005,0.0156,1.027,0.9814,0.0457,0.0425,0.0179,0.0281,normal
1.0046,1.0025,0.0111,1.0167,0.9771,0.0396,0.0182,0.0092,-0.0006,normal
0.9854,1.4748,0.3085,1.8335,0.9697,0.8638,0.3314,0.1902,-0.2901,speed_hump
0.9949,1.2171,0.8426,3.7028,0.4848,3.218,3.218,0.7213,0.5102,pothole
1.0205,1.0165,0.0064,1.0264,1.0042,0.0222,0.0222,0.0081,0.0112,braking
1.0179,1.2479,0.1463,1.4482,1.0179,0.4303,0.1426,0.0946,-0.1426,speed_hump
1.0071,0.9981,0.013,1.0184,0.9735,0.0449,0.0449,0.0194,0.0122,normal
0.9897,0.9883,0.0095,1.0133,0.9763,0.037,0.0279,0.011,0.0106,braking
0.9977,1.1501,0.7465,3.2755,0.2132,3.0623,3.0623,0.6871,0.7845,pothole
0.9825,1.0008,0.012,1.0184,0.9825,0.0358,0.0278,0.0147,-0.0077,normal
0.9828,0.9997,0.0123,1.0193,0.9828,0.0365,0.0358,0.0151,-0.0154,normal
1.0255,1.0164,0.01,1.0269,0.9929,0.034,0.0289,0.0123,0.0168,braking
1.0048,1.0039,0.0074,1.0129,0.9924,0.0205,0.0205,0.0078,0.0048,normal
0.9892,0.996,0.0082,1.0127,0.9858,0.0269,0.0269,0.011,-0.015,normal
0.9898,0.9989,0.0111,1.0191,0.9827,0.0364,0.0364,0.0145,-0.0293,normal
0.996,1.1043,0.4969,2.5118,0.4616,2.0502,2.0502,0.4639,0.5344,pothole
0.9688,0.9807,0.0103,0.9975,0.9684,0.0291,0.0231,0.0116,0.0003,braking
0.9941,0.9997,0.0118,1.0148,0.973,0.0418,0.0371,0.015,-0.0203,normal
1.0102,1.5562,0.35,1.9979,1.0102,0.9877,0.3354,0.2187,-0.3354,speed_hump
1.0245,1.007,0.0111,1.0248,0.9921,0.0327,0.0173,0.006,-0.0003,braking
0.9725,1.2395,0.1646,1.4216,0.9677,0.4539,0.1913,0.1003,-0.1708,speed_hump
1.0085,1.0559,0.3616,2.0337,0.4845,1.5492,1.5492,0.357,0.524,pothole
0.9997,1.3851,0.2412,1.6724,0.9969,0.6755,0.2493,0.1498,-0.2469,speed_hump
0.9722,0.9882,0.0123,1.0091,0.9681,0.041,0.0201,0.0077,0.0041,braking
1.0119,1.1972,0.861,3.6891,0.2455,3.4436,3.4436,0.7727,0.7664,pothole
0.9932,0.9964,0.0133,1.0226,0.9736,0.049,0.04,0.0182,-0.0097,normal
0.9857,0.9974,0.0135,1.0201,0.974,0.0462,0.039,0.0168,0.0117,normal
0.9998,1.0002,0.0097,1.0194,0.9852,0.0342,0.0342,0.0116,0.0055,normal
1.0175,1.0044,0.0083,1.0175,0.9921,0.0254,0.0231,0.0101,0.0156,normal
1.0321,1.021,0.0104,1.0417,1.008,0.0338,0.0234,0.0103,-0.0096,braking
1.0079,1.0016,0.016,1.0374,0.9727,0.0647,0.0406,0.0197,0.006,normal
1.0074,0.999,0.0111,1.0205,0.979,0.0415,0.0331,0.0158,0.0086,normal
1.0036,1.313,0.1981,1.5617,1.0014,0.5603,0.1894,0.1243,-0.1889,speed_hump
1.0083,1.5016,0.3261,1.9148,0.9976,0.9172,0.2894,0.2026,-0.274,speed_hump
0.9972,0.9959,0.0062,1.0107,0.9856,0.0251,0.0141,0.0071,0.0116,braking
0.9984,1.108,0.5189,2.6031,0.5114,2.0917,2.0917,0.4748,0.4869,pothole
1.0061,1.4971,0.3069,1.8834,1.0061,0.8772,0.3098,0.1931,-0.3098,speed_hump
0.9973,1.0028,0.0093,1.0178,0.989,0.0287,0.0257,0.0151,-0.0102,normal
0.9839,1.1988,0.8874,3.773,0.2385,3.5345,3.5345,0.7936,0.7454,pothole
1.0181,1.6764,0.4182,2.1807,1.0181,1.1625,0.3893,0.2579,-0.3893,speed_hump
0.9881,0.9895,0.0093,1.0058,0.9742,0.0316,0.0247,0.0094,-0.0082,braking
0.9961,0.9859,0.0065,0.9961,0.9739,0.0222,0.0162,0.0078,0.0075,braking
0.995,0.9941,0.0072,1.0055,0.979,0.0265,0.0163,0.0077,-0.0038,normal
0.9917,0.9963,0.008,1.0086,0.9789,0.0296,0.0127,0.0066,0.0127,normal
0.9898,0.998,0.0096,1.0066,0.9734,0.0332,0.0277,0.0088,-0.0075,normal
1.0438,1.6674,0.4056,2.1524,1.0163,1.1361,0.4155,0.2494,-0.353,speed_hump
0.9885,1.0038,0.008,1.0147,0.9885,0.0261,0.0235,0.0098,-0.0215,braking
1.0133,1.0005,0.0082,1.0134,0.9869,0.0265,0.0264,0.0094,0.0264,normal
1.0047,1.0989,0.5893,2.7239,0.2266,2.4972,2.4972,0.5687,0.7781,pothole
0.9893,1.0015,0.01,1.0171,0.9869,0.0302,0.0271,0.0143,-0.0096,normal
0.9874,0.9951,0.0165,1.0248,0.9701,0.0547,0.0468,0.0238,0.0094,normal
0.9647,1.5386,0.3518,1.9375,0.9647,0.9728,0.3567,0.2144,-0.3513,speed_hump
0.9905,1.0518,0.4548,2.2623,0.292,1.9703,1.9703,0.446,0.6985,pothole
1.0091,1.0022,0.0128,1.0247,0.9827,0.042,0.042,0.015,-0.0011,normal
0.996,1.0027,0.0096,1.014,0.9816,0.0324,0.0245,0.0114,-0.0175,normal
1.0136,1.0007,0.0077,1.0136,0.9902,0.0235,0.0193,0.0087,0.0137,braking
0.9882,1.5889,0.3836,2.0467,0.9709,1.0758,0.3724,0.2372,-0.3716,speed_hump
0.9929,0.9962,0.0112,1.0173,0.9771,0.0402,0.0402,0.0165,0.0076,normal
1.0001,1.0033,0.0067,1.0153,0.9953,0.0199,0.0166,0.0071,-0.0106,normal
1.0007,0.999,0.0091,1.0117,0.9851,0.0267,0.026,0.013,0.0156,normal
1.0153,1.0106,0.01,1.0212,0.994,0.0272,0.0272,0.0113,-0.0015,braking
1.0054,1.0038,0.0084,1.0173,0.985,0.0323,0.0323,0.0117,-0.0015,normal
1.0047,1.0048,0.0128,1.0338,0.9806,0.0532,0.035,0.018,0.006,normal
1.0007,1.3492,0.2225,1.6097,1.0007,0.6089,0.2044,0.1347,-0.1924,speed_hump
0.9967,0.9977,0.0117,1.0139,0.9783,0.0356,0.0303,0.0137,0.0184,normal
0.9816,1.1031,0.4981,2.5236,0.4862,2.0374,2.0374,0.4649,0.4955,pothole
0.9836,1.431,0.2876,1.7877,0.9836,0.8041,0.2591,0.1779,-0.2471,speed_hump
0.9874,1.0832,0.406,2.2476,0.5993,1.6483,1.6483,0.3724,0.3881,pothole
1.0075,0.9959,0.008,1.0075,0.9818,0.0257,0.015,0.0083,0.0099,braking
1.001,1.0076,0.0102,1.0265,0.9951,0.0314,0.0255,0.0086,-0.0255,normal
1.0135,1.005,0.0107,1.0313,0.9923,0.0389,0.03,0.0132,0.0142,normal
1.0375,1.0182,0.0137,1.0376,1.0017,0.0359,0.0319,0.0183,0.0077,braking
1.0024,1.1744,0.8184,3.5307,0.2271,3.3036,3.3036,0.7387,0.7754,pothole
1.0041,1.4952,0.3127,1.87,0.9866,0.8835,0.3333,0.1944,-0.2979,speed_hump
0.9959,0.998,0.0095,1.0125,0.9848,0.0277,0.0277,0.0169,-0.0108,normal
0.9949,1.3805,0.2392,1.6669,0.9949,0.672,0.2552,0.1482,-0.2552,speed_hump
0.9853,1.0827,0.4317,2.3209,0.5698,1.7511,1.7511,0.4005,0.4155,pothole
1.0408,1.018,0.0144,1.0408,0.9955,0.0453,0.0233,0.0081,0.0008,braking
1.0088,1.6658,0.4186,2.1657,1.0029,1.1628,0.4054,0.2577,-0.3721,speed_hump
0.9501,1.0693,0.412,2.2307,0.5223,1.7084,1.7084,0.3807,0.4278,pothole
1.0117,1.0031,0.0108,1.0255,0.9911,0.0343,0.0343,0.0126,-0.0137,normal
0.9963,1.0001,0.0106,1.0231,0.9837,0.0395,0.0224,0.012,0.0015,normal
1.0208,1.0976,0.5642,2.6578,0.2727,2.3851,2.3851,0.5361,0.7482,pothole
0.9478,0.9753,0.0154,0.9973,0.9478,0.0495,0.0321,0.0159,-0.0178,braking
0.9802,1.6305,0.3937,2.1187,0.9802,1.1385,0.4329,0.2473,-0.4329,speed_hump
1.0268,1.0015,0.0171,1.0268,0.9722,0.0545,0.0478,0.0215,0.0118,normal
1.0055,1.4653,0.2845,1.8219,1.0055,0.8164,0.287,0.1798,-0.287,speed_hump
0.9818,1.5642,0.3635,1.9911,0.9818,1.0093,0.3876,0.223,-0.3548,speed_hump
1.0044,1.0041,0.0095,1.0166,0.9854,0.0312,0.019,0.0082,0.019,braking
0.9858,1.1396,0.6085,2.9073,0.4909,2.4164,2.4164,0.5407,0.4949,pothole
0.9956,1.003,0.0105,1.0204,0.9831,0.0373,0.0211,0.0141,-0.0158,normal
0.9958,0.9981,0.0149,1.0249,0.9755,0.0494,0.0214,0.0165,0.0182,normal
0.9912,1.4085,0.2611,1.7253,0.9912,0.7341,0.2683,0.163,-0.2523,speed_hump
1.001,1.0007,0.0084,1.0197,0.9859,0.0338,0.0276,0.0096,-0.0004,braking
1.0062,1.0012,0.0084,1.0177,0.9903,0.0274,0.024,0.0109,0.0125,normal
0.9886,0.9971,0.0122,1.0213,0.9839,0.0374,0.0355,0.0164,0.0041,braking
0.9865,0.9968,0.0103,1.0117,0.9751,0.0366,0.0282,0.0109,-0.0043,normal
1.0112,0.9997,0.0108,1.012,0.9761,0.0359,0.0274,0.0128,0.0246,normal
1.0039,1.1553,0.7489,3.3002,0.2525,3.0477,3.0477,0.6811,0.7514,pothole
1.0158,1.2732,0.1723,1.4825,0.9889,0.4936,0.1689,0.1067,-0.1617,speed_hump
1.0197,1.4631,0.2868,1.8084,1.004,0.8044,0.279,0.177,-0.2749,speed_hump
0.9968,1.0003,0.0105,1.0179,0.9792,0.0387,0.0387,0.0154,-0.0089,normal
0.9901,1.0008,0.0084,1.0177,0.988,0.0297,0.014,0.0093,-0.0138,normal
1.0039,1.5482,0.3494,1.9857,0.9832,1.0025,0.3577,0.2205,-0.3228,speed_hump
0.997,1.542,0.3513,1.9576,0.9893,0.9683,0.3594,0.2143,-0.31,speed_hump
0.9894,1.3257,0.2075,1.5776,0.9894,0.5882,0.2024,0.1295,-0.2024,speed_hump
0.9884,0.9991,0.0116,1.0167,0.9812,0.0356,0.0299,0.0155,-0.0182,normal
1.01,1.0019,0.0063,1.0112,0.9904,0.0207,0.0085,0.0062,0.0047,normal
1.0028,1.6858,0.4233,2.1836,1.0028,1.1809,0.4184,0.2607,-0.4184,speed_hump
1.0227,1.1858,0.8309,3.5881,0.2592,3.3289,3.3289,0.757,0.7635,pothole
0.9922,1.6041,0.3818,2.0526,0.9922,1.0603,0.3802,0.2329,-0.3802,speed_hump
1.0065,1.3248,0.1991,1.5895,1.0065,0.5829,0.1872,0.1276,-0.185,speed_hump
1.0172,1.5035,0.3128,1.8923,0.9966,0.8957,0.3107,0.1968,-0.2915,speed_hump
0.9896,1.1819,0.7556,3.3936,0.4428,2.9508,2.9508,0.6655,0.5468,pothole
1.0074,1.0083,0.006,1.0186,0.9986,0.02,0.0142,0.0078,-0.0112,braking
1.0007,1.007,0.0031,1.0107,1.0007,0.01,0.0057,0.0039,-0.0034,braking
1.0204,1.1233,0.6699,3.0069,0.2183,2.7886,2.7886,0.6299,0.8021,pothole
0.975,0.9997,0.0127,1.0193,0.975,0.0442,0.0442,0.0141,-0.0442,normal
1.0071,1.3732,0.239,1.6636,0.9857,0.6778,0.2485,0.1483,-0.1983,speed_hump
0.9613,1.1338,0.5769,2.8266,0.5896,2.2371,2.2371,0.4984,0.3717,pothole
1.0073,1.0233,0.0112,1.0415,1.006,0.0355,0.0214,0.0096,-0.0214,braking
0.9974,1.0011,0.0124,1.023,0.9817,0.0413,0.0413,0.0158,0.0079,normal
0.9962,0.9961,0.0116,1.0091,0.9752,0.0338,0.0308,0.0176,0.021,normal
1.0175,1.0149,0.0122,1.0333,0.9922,0.0411,0.0183,0.0089,-0.0158,braking
1.0047,1.2091,0.8749,3.764,0.3279,3.4361,3.4361,0.7737,0.6768,pothole
0.9566,0.9843,0.0137,1.0058,0.9566,0.0492,0.02,0.0115,-0.02,braking
0.9602,0.9785,0.0161,1.0072,0.9602,0.047,0.039,0.0125,-0.0063,braking
1.0092,1.4208,0.2574,1.7487,1.0092,0.7395,0.2577,0.1625,-0.2577,speed_hump
0.9865,1.0665,0.371,2.1105,0.5676,1.543,1.543,0.347,0.4189,pothole
0.9924,1.0052,0.0143,1.0256,0.9745,0.0511,0.0455,0.0219,-0.0274,normal
1.0138,0.9966,0.0102,1.0138,0.9825,0.0314,0.022,0.0092,0.022,normal
1.0214,0.9999,0.0144,1.0214,0.9701,0.0513,0.0339,0.0187,0.0339,normal
1.0027,1.1788,0.799,3.496,0.3128,3.1832,3.1832,0.7127,0.6899,pothole
1.0052,0.9985,0.0111,1.0146,0.9729,0.0416,0.0322,0.0123,0.0322,normal
1.0143,0.9965,0.0135,1.0151,0.9746,0.0405,0.0203,0.0096,-0.0008,normal
0.9821,1.3498,0.228,1.6249,0.9821,0.6429,0.2374,0.1416,-0.2374,speed_hump
1.0052,1.2781,0.1677,1.4688,1.0052,0.4636,0.1789,0.102,-0.1789,speed_hump
1.0155,1.0042,0.0139,1.0242,0.9773,0.0469,0.0469,0.0192,-0.0087,normal
1.0066,0.9937,0.0146,1.0159,0.966,0.0499,0.0314,0.0184,0.012,normal
1.0003,1.6828,0.4346,2.1828,0.9904,1.1924,0.4226,0.2639,-0.4226,speed_hump
1.0032,0.9996,0.0069,1.0153,0.9889,0.0264,0.0224,0.0101,0.0143,normal
0.9934,0.9998,0.0139,1.0323,0.9787,0.0536,0.0301,0.0193,-0.0176,normal
1.0061,1.0086,0.0091,1.026,0.9923,0.0337,0.0337,0.0138,-0.0122,normal
1.0148,1.0684,0.3678,2.1066,0.583,1.5236,1.5236,0.3491,0.4318,pothole
1.04,1.5666,0.3436,1.9767,1.0006,0.9761,0.3788,0.2125,-0.3149,speed_hump
0.9981,1.0064,0.0121,1.0247,0.9835,0.0412,0.0306,0.0134,-0.0086,normal
0.9977,1.6242,0.3942,2.0954,0.9977,1.0978,0.4099,0.2439,-0.4099,speed_hump
0.9719,1.4315,0.2828,1.7516,0.9719,0.7797,0.2849,0.1722,-0.2849,speed_hump
1.0056,1.3767,0.2271,1.6755,1.0056,0.67,0.2461,0.1465,-0.2115,speed_hump
1.0205,1.0065,0.0112,1.0205,0.9887,0.0317,0.0263,0.012,0.0103,braking
1.002,1.5466,0.3473,1.9699,1.002,0.9679,0.3233,0.2143,-0.3233,speed_hump
0.9993,1.1972,0.7496,3.411,0.5589,2.8522,2.8522,0.6432,0.4404,pothole
1.0135,1.0024,0.0082,1.0155,0.9889,0.0266,0.0266,0.0131,0.0212,normal
0.9817,1.3077,0.1914,1.5427,0.9817,0.561,0.2007,0.1233,-0.2007,speed_hump
1.0134,1.0173,0.0065,1.0284,1.0088,0.0196,0.0149,0.008,-0.0149,braking
0.9939,1.3776,0.2405,1.6862,0.9939,0.6923,0.2357,0.1521,-0.2357,speed_hump
0.9866,0.9966,0.0074,1.0065,0.9856,0.0209,0.0198,0.0103,-0.0165,normal
0.9894,0.9982,0.0079,1.0144,0.9883,0.026,0.026,0.0102,-0.0053,normal
0.9978,0.9983,0.0126,1.0135,0.9751,0.0384,0.0377,0.0185,-0.0157,normal
1.006,1.0042,0.0088,1.015,0.9833,0.0317,0.0206,0.0108,0.0067,normal
1.0003,1.0127,0.0119,1.0337,0.9971,0.0365,0.0282,0.0165,-0.0245,braking
0.9803,1.4711,0.2984,1.8276,0.9803,0.8473,0.2984,0.1845,-0.2984,speed_hump
0.9983,0.9957,0.012,1.0101,0.9696,0.0405,0.0277,0.0134,0.001,normal
1.0102,0.9962,0.0115,1.0102,0.9736,0.0365,0.0328,0.0137,0.0085,normal
1.0012,1.2302,0.1436,1.3975,1.0012,0.3963,0.1688,0.088,-0.1438,speed_hump
0.9821,1.1015,0.6275,2.8483,0.2107,2.6375,2.6375,0.5936,0.7714,pothole
1.0018,1.4245,0.2688,1.7306,1.0007,0.7299,0.2758,0.1621,-0.2314,speed_hump
1.0049,0.9998,0.0134,1.0135,0.9647,0.0488,0.0432,0.017,0.0142,normal
1.0059,1.3631,0.227,1.6353,1.0012,0.6341,0.2391,0.1404,-0.2014,speed_hump
0.983,1.1668,0.6714,3.1324,0.5129,2.6195,2.6195,0.5892,0.4701,pothole
0.9991,0.9994,0.0099,1.0226,0.983,0.0396,0.0205,0.0085,-0.004,normal
1.0244,1.0162,0.0113,1.0373,0.9996,0.0377,0.0186,0.0097,-0.0129,braking
1.001,1.0028,0.0076,1.0136,0.9907,0.0229,0.0184,0.008,0.0068,normal
1.0005,1.1222,0.5627,2.75,0.4975,2.2525,2.2525,0.5063,0.5029,pothole
1.0111,1.1722,0.757,3.3687,0.3556,3.0131,3.0131,0.6791,0.6555,pothole
1.0102,1.0001,0.0112,1.018,0.9813,0.0367,0.0274,0.0144,-0.0078,normal
1.009,0.9996,0.0072,1.0091,0.9883,0.0208,0.0177,0.0084,0.0078,normal
0.9809,1.5849,0.3698,2.0212,0.9809,1.0403,0.3736,0.2255,-0.3736,speed_hump
1.0191,0.9942,0.0104,1.0191,0.9842,0.0349,0.0311,0.0094,0.0311,braking
1.0161,1.2091,0.8193,3.6169,0.452,3.1649,3.1649,0.7134,0.5641,pothole
0.9751,1.1832,0.7035,3.2627,0.5946,2.6681,2.6681,0.5961,0.3805,pothole
0.9983,0.9965,0.01,1.0126,0.9785,0.0341,0.0279,0.0141,0.0071,normal
1.0035,0.9946,0.0115,1.0119,0.9774,0.0345,0.0345,0.0159,0.0037,normal
1.0125,1.6626,0.407,2.1368,1.0125,1.1243,0.4009,0.2495,-0.391,speed_hump
1.0049,1.001,0.0112,1.0145,0.9787,0.0359,0.0309,0.0151,0.0262,normal
1.0212,1.0133,0.0078,1.0246,1.0006,0.024,0.024,0.0117,0.0089,braking
1.0239,1.6835,0.4229,2.1672,1.0051,1.1622,0.4008,0.2562,-0.3936,speed_hump
0.9973,1.0062,0.0145,1.0284,0.9827,0.0456,0.0456,0.0206,0.0146,normal
1.0082,0.9982,0.0087,1.0088,0.9815,0.0273,0.0273,0.0128,0.0014,normal
0.9956,1.0666,0.4973,2.4119,0.2764,2.1356,2.1356,0.4789,0.7192,pothole
0.9999,1.0011,0.012,1.0191,0.9808,0.0383,0.0314,0.016,-0.0035,normal
1.0049,1.5955,0.3619,2.013,1.0049,1.008,0.3438,0.2196,-0.3438,speed_hump
1.0115,1.1298,0.684,3.0528,0.2049,2.848,2.848,0.6396,0.8066,pothole
0.9931,0.9975,0.0125,1.0225,0.9745,0.048,0.0192,0.0116,-0.0183,normal
1.0274,1.4518,0.2754,1.7834,1.0274,0.756,0.2575,0.166,-0.2212,speed_hump
1.015,1.4195,0.2665,1.7464,0.9671,0.7793,0.2913,0.1679,-0.2623,speed_hump
0.9862,0.9964,0.0095,1.0096,0.9817,0.0278,0.0278,0.0129,0.0014,normal
0.9766,1.581,0.3674,2.0101,0.9766,1.0335,0.3887,0.2269,-0.3887,speed_hump
0.9711,1.5467,0.3559,1.9526,0.9711,0.9815,0.3857,0.2173,-0.3857,speed_hump
1.0041,1.0003,0.0145,1.0203,0.9676,0.0527,0.0365,0.0185,0.0365,normal
0.9891,0.9923,0.0048,1.0006,0.9848,0.0159,0.0119,0.0059,-0.0031,braking
1.0126,0.9989,0.009,1.0126,0.9857,0.0269,0.0269,0.0124,0.0269,normal
1.019,1.0008,0.0102,1.019,0.982,0.037,0.0267,0.0088,0.0107,normal
1.0155,1.4672,0.2938,1.841,1.0155,0.8255,0.2764,0.1831,-0.2675,speed_hump
1.0174,1.2541,0.1544,1.4389,1.013,0.426,0.1498,0.0942,-0.1296,speed_hump
1.0149,1.1998,0.8215,3.6003,0.3797,3.2206,3.2206,0.7268,0.6352,pothole
1.0053,0.9987,0.0103,1.02,0.9853,0.0347,0.0197,0.013,0.0197,normal
0.9957,1.0025,0.0086,1.0232,0.9936,0.0296,0.0171,0.0088,-0.0021,normal
0.9968,1.0001,0.0109,1.0154,0.9801,0.0353,0.0339,0.0148,-0.0102,normal
0.9787,0.9976,0.0101,1.0112,0.9787,0.0325,0.0297,0.0101,-0.0297,normal
0.9806,1.1939,0.8413,3.6539,0.3602,3.2937,3.2937,0.7366,0.6203,pothole
0.9995,1.004,0.0081,1.0189,0.99,0.0289,0.023,0.0111,-0.0086,normal
1.0035,1.0018,0.0094,1.0193,0.9839,0.0354,0.025,0.014,0.0037,normal
0.9738,1.5719,0.3666,2.02,0.9738,1.0462,0.3772,0.228,-0.3772,speed_hump
0.9845,0.9939,0.0124,1.0184,0.9797,0.0387,0.0387,0.0147,-0.0001,normal
0.9604,0.9798,0.0129,1.0046,0.9604,0.0442,0.0224,0.0081,-0.0049,braking
1.0219,1.0017,0.0145,1.0219,0.9806,0.0413,0.037,0.0216,0.0292,normal
1.0262,1.0785,0.394,2.1959,0.5729,1.623,1.623,0.3734,0.4534,pothole
0.9677,0.9802,0.0131,1.0117,0.9588,0.0529,0.033,0.0138,-0.0102,braking
1.0042,1.0008,0.0093,1.011,0.976,0.035,0.035,0.0116,-0.0068,normal
0.9945,0.9981,0.0102,1.0151,0.9862,0.0289,0.0271,0.0157,0.0068,normal
0.9909,0.9923,0.0103,1.0065,0.9773,0.0291,0.0165,0.0087,0.0128,braking
1.0204,1.6836,0.418,2.1674,1.0141,1.1534,0.4221,0.2556,-0.4221,speed_hump
1.0077,1.2037,0.8111,3.585,0.4427,3.1423,3.1423,0.7048,0.5649,pothole
0.9937,0.996,0.0118,1.0106,0.9709,0.0397,0.0397,0.0144,0.0124,normal
1.0266,1.0174,0.0055,1.0266,1.0098,0.0169,0.0149,0.0051,0.0036,braking
1.0156,1.0051,0.0091,1.0222,0.9912,0.031,0.0243,0.0125,0.0144,normal
1.0266,1.0017,0.0123,1.0266,0.975,0.0516,0.027,0.0126,0.0246,normal
1.016,1.2169,0.8459,3.7127,0.4857,3.227,3.227,0.7322,0.5303,pothole
0.98,1.3309,0.2182,1.5851,0.98,0.6051,0.2322,0.1338,-0.2279,speed_hump
0.9516,0.9683,0.0081,0.9791,0.9516,0.0275,0.0174,0.0105,-0.0174,braking
0.9842,1.3068,0.2055,1.5576,0.9721,0.5855,0.2259,0.1288,-0.1893,speed_hump
1.0074,1.0047,0.0131,1.0325,0.9799,0.0526,0.0526,0.0154,0.0049,normal
0.9881,1.6431,0.405,2.1386,0.9881,1.1505,0.4119,0.2523,-0.4119,speed_hump
0.9864,1.0027,0.0154,1.035,0.9864,0.0486,0.0375,0.0183,-0.0114,normal
0.9838,0.9949,0.0098,1.0123,0.9838,0.0284,0.025,0.0141,-0.0088,normal
1.0039,1.0059,0.0091,1.0299,0.9965,0.0334,0.03,0.0123,0.0007,normal
0.995,1.0001,0.0114,1.0146,0.9826,0.032,0.0256,0.0119,0.0058,normal
1.027,1.0105,0.0135,1.031,0.9865,0.0445,0.0146,0.0072,0.0037,braking
0.9615,0.9879,0.0166,1.0094,0.9615,0.0479,0.0165,0.0068,-0.004,braking
0.9952,0.9975,0.0114,1.014,0.9751,0.0389,0.0389,0.0155,0.0054,normal
1.0007,1.0036,0.0115,1.0286,0.9877,0.0409,0.02,0.011,0.0131,normal
0.9737,1.2502,0.1613,1.4596,0.9737,0.486,0.165,0.1033,-0.165,speed_hump
0.9976,1.0013,0.0077,1.0153,0.9901,0.0253,0.0224,0.0099,-0.009,normal
1.0389,1.6625,0.4233,2.1873,0.9651,1.2222,0.4146,0.2634,-0.3442,speed_hump
